"TIME","GEO","S_ADJ","AGE","SEX","Value"
"2000Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","9.0"
"2000Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.7"
"2000Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.4"
"2000Q4","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.2"
"2001Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.1"
"2001Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.0"
"2001Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.0"
"2001Q4","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.1"
"2002Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.2"
"2002Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.4"
"2002Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.5"
"2002Q4","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.6"
"2003Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.8"
"2003Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.9"
"2003Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.8"
"2003Q4","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.9"
"2004Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","9.0"
"2004Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","9.0"
"2004Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","9.1"
"2004Q4","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","9.2"
"2005Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","9.2"
"2005Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","9.1"
"2005Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","9.0"
"2005Q4","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.9"
"2006Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.7"
"2006Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.4"
"2006Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.2"
"2006Q4","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.0"
"2007Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","7.7"
"2007Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","7.5"
"2007Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","7.5"
"2007Q4","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","7.3"
"2008Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","7.2"
"2008Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","7.4"
"2008Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","7.6"
"2008Q4","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.0"
"2009Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","8.9"
"2009Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","9.4"
"2009Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","9.7"
"2009Q4","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","9.9"
"2010Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","10.0"
"2010Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","10.0"
"2010Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","10.0"
"2010Q4","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","10.0"
"2011Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","9.9"
"2011Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","9.8"
"2011Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","10.1"
"2011Q4","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","10.5"
"2012Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","10.8"
"2012Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","11.2"
"2012Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","11.4"
"2012Q4","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","11.7"
"2013Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","11.9"
"2013Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","12.0"
"2013Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","12.0"
"2013Q4","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","11.9"
"2014Q1","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","11.7"
"2014Q2","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","11.6"
"2014Q3","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)","Seasonally adjusted data","Total","Total","11.5"
"1995Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total",":"
"1995Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total",":"
"1995Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total",":"
"1995Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total",":"
"1996Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total",":"
"1996Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total",":"
"1996Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total",":"
"1996Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total",":"
"1997Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total",":"
"1997Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total",":"
"1997Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total",":"
"1997Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total",":"
"1998Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total",":"
"1998Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total","10.7"
"1998Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total","10.6"
"1998Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total","10.4"
"1999Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total","10.1"
"1999Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.9"
"1999Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.7"
"1999Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.5"
"2000Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.3"
"2000Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.0"
"2000Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.8"
"2000Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.5"
"2001Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.3"
"2001Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.3"
"2001Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.3"
"2001Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.4"
"2002Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.5"
"2002Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.6"
"2002Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.7"
"2002Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.8"
"2003Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.9"
"2003Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.0"
"2003Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.0"
"2003Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.0"
"2004Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.2"
"2004Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.2"
"2004Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.3"
"2004Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.3"
"2005Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.3"
"2005Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.2"
"2005Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.1"
"2005Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.0"
"2006Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.7"
"2006Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.5"
"2006Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.3"
"2006Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.0"
"2007Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total","7.8"
"2007Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total","7.5"
"2007Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total","7.5"
"2007Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total","7.4"
"2008Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total","7.3"
"2008Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total","7.4"
"2008Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total","7.6"
"2008Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.0"
"2009Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total","8.9"
"2009Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.5"
"2009Q3","Euro area (18 countries)","Seasonally adjusted data","Total","Total","9.8"
"2009Q4","Euro area (18 countries)","Seasonally adjusted data","Total","Total","10.0"
"2010Q1","Euro area (18 countries)","Seasonally adjusted data","Total","Total","10.1"
"2010Q2","Euro area (18 countries)","Seasonally adjusted data","Total","Total","10.1"
